GAT(
  (conv1): GATConv((-1, -1), 2, heads=1)
)
Epoch: 001, Loss: 0.0080, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 002, Loss: 0.0025, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 003, Loss: 0.0028, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 004, Loss: 0.0013, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 005, Loss: 0.0010, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 006, Loss: 0.0006, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 007, Loss: 0.0004, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 008, Loss: 0.0003, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 009, Loss: 0.0004, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 010, Loss: 0.0004, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 011, Loss: 0.0002, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 012, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 013, Loss: 0.0002, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 014, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 015, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 016, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 017, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 018, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 019, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 020, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 021, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 022, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 023, Loss: 0.0001, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 024, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 025, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 026, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 027, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 028, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 029, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 030, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 031, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 032, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 033, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 034, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 035, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 036, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 037, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 038, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 039, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 040, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 041, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 042, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 043, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 044, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 045, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 046, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 047, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 048, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 049, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 050, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 051, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 052, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 053, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 054, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 055, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 056, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 057, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 058, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 059, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 060, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 061, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 062, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 063, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 064, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 065, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 066, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 067, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 068, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 069, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 070, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 071, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 072, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 073, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 074, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 075, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 076, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 077, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 078, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 079, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 080, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 081, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 082, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 083, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 084, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 085, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 086, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 087, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 088, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 089, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 090, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 091, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 092, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 093, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 094, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 095, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 096, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 097, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 098, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 099, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 100, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 101, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 102, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 103, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 104, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 105, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 106, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 107, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 108, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 109, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 110, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 111, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 112, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 113, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 114, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 115, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 116, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 117, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 118, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 119, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 120, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 121, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 122, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 123, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 124, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 125, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 126, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 127, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 128, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 129, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 130, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 131, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 132, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 133, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 134, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 135, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 136, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 137, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 138, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 139, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
Epoch: 140, Loss: 0.0000, Train: 1.0000, Val: 0.0000, Test: 0.3333
